description						type								st_astext
Garage							GARAGE								POLYGON((-66.083074 18.389347,-66.081454 18.389704,-66.080853 18.389388,-66.080746 18.389123,-66.080328 18.388961,-66.079523 18.388533,-66.07918 18.388268,-66.079351 18.387922,-66.080725 18.387494,-66.081068 18.387311,-66.081111 18.386833,-66.081883 18.387118,-66.082795 18.387556,-66.083074 18.389347))
53								ROUTE								POLYGON((-66.111495 18.46525,-66.109575 18.465795,-66.107391 18.465901,-66.104682 18.465998,-66.104784 18.467606,-66.102976 18.467682,-66.100326 18.466324,-66.097746 18.465734,-66.095509 18.465805,-66.09471 18.466034,-66.093084 18.466034,-66.092864 18.466013,-66.093444 18.464533,-66.089179 18.462843,-66.08787 18.462319,-66.087055 18.46177,-66.086561 18.461068,-66.086218 18.460233,-66.083385 18.460854,-66.082162 18.460996,-66.079598 18.460538,-66.076487 18.458849,-66.0755 18.458259,-66.074652 18.457282,-66.070983 18.45602,-66.069159 18.455419,-66.066166 18.455043,-66.062153 18.454442,-66.061273 18.453486,-66.05946 18.452865,-66.056617 18.452692,-66.053398 18.452234,-66.050287 18.451603,-66.050029 18.452967,-66.04709 18.452376,-66.047379 18.449649,-66.044729 18.449364,-66.042047 18.450789,-66.039665 18.451888,-66.039108 18.451847,-66.03738 18.449415,-66.033883 18.446697,-66.032155 18.445415,-66.029891 18.444672,-66.025536 18.443441,-66.021673 18.442484,-66.017886 18.442596,-66.016212 18.442311,-66.015214 18.442433,-66.013734 18.442179,-66.013294 18.441832,-66.013412 18.441517,-66.014571 18.441558,-66.016759 18.442036,-66.018519 18.442209,-66.021684 18.442168,-66.025375 18.442983,-66.028604 18.443919,-66.031962 18.444988,-66.033872 18.446219,-66.035964 18.447766,-66.037895 18.449262,-66.03944 18.451511,-66.041318 18.450768,-66.044579 18.449008,-66.047841 18.449303,-66.047583 18.452051,-66.049783 18.452519,-66.049976 18.451125,-66.054439 18.452081,-66.05681 18.452315,-66.059342 18.452488,-66.061735 18.453374,-66.062325 18.454157,-66.065586 18.454626,-66.068762 18.454025,-66.070758 18.454157,-66.074287 18.455857,-66.074985 18.457088,-66.076326 18.458259,-66.079663 18.460253,-66.082012 18.460599,-66.086014 18.459724,-66.086035 18.458391,-66.086304 18.457648,-66.08699 18.457312,-66.088267 18.456162,-66.088771 18.454961,-66.08875 18.453944,-66.088417 18.453221,-66.090209 18.45257,-66.093621 18.455318,-66.094275 18.456549,-66.091722 18.457211,-66.089855 18.457373,-66.088836 18.456692,-66.08757 18.457709,-66.087473 18.459154,-66.087881 18.460772,-66.088267 18.462085,-66.090863 18.463235,-66.093707 18.464294,-66.09773 18.465006,-66.101989 18.465535,-66.10377 18.466166,-66.104435 18.466136,-66.104425 18.465718,-66.108738 18.465596,-66.109639 18.465555,-66.110111 18.465423,-66.110229 18.464151,-66.111109 18.464212,-66.111495 18.46525))
16								ROUTE								POLYGON((-66.060683 18.435481,-66.060501 18.436153,-66.059203 18.436153,-66.059069 18.434937,-66.058951 18.432061,-66.058516 18.429863,-66.05784 18.426361,-66.056692 18.426606,-66.053817 18.427328,-66.049278 18.427145,-66.048849 18.42741,-66.046586 18.430687,-66.045674 18.431166,-66.044799 18.431273,-66.044209 18.431715,-66.044118 18.431995,-66.045083 18.43483,-66.046178 18.434972,-66.045266 18.437517,-66.046875 18.438749,-66.051671 18.440978,-66.056467 18.443797,-66.060941 18.444194,-66.0624 18.444082,-66.063097 18.444112,-66.06388 18.443715,-66.064234 18.443237,-66.064964 18.442179,-66.067078 18.442922,-66.068773 18.443715,-66.069513 18.444092,-66.07329 18.446972,-66.075296 18.448463,-66.075403 18.44856,-66.075733 18.448753,-66.075473 18.449165,-66.075336 18.4494,-66.075258 18.449562,-66.07447 18.450906,-66.072024 18.449089,-66.06961 18.447176,-66.068376 18.446234,-66.066493 18.444809,-66.064471 18.443334,-66.064133 18.443792,-66.063929 18.443985,-66.063339 18.44428,-66.062443 18.44428,-66.061343 18.444397,-66.059744 18.444301,-66.057695 18.444087,-66.056456 18.444,-66.056215 18.443924,-66.05202 18.44138,-66.050464 18.440708,-66.048887 18.43997,-66.046596 18.438911,-66.045684 18.438128,-66.045041 18.437619,-66.042541 18.43682,-66.043179 18.434886,-66.044869 18.434825,-66.043871 18.432082,-66.043914 18.431644,-66.044182 18.4314,-66.04474 18.431003,-66.045556 18.430932,-66.046317 18.430525,-66.048334 18.427552,-66.049118 18.426891,-66.05357 18.427105,-66.057647 18.426168,-66.058677 18.425985,-66.059417 18.429507,-66.059739 18.431196,-66.06078 18.434301,-66.060791 18.435186,-66.060683 18.435481))
27								ROUTE								POLYGON((-66.102772 18.391557,-66.100852 18.391455,-66.100573 18.389398,-66.099414 18.389358,-66.096571 18.390213,-66.094543 18.390366,-66.094608 18.389653,-66.094769 18.387922,-66.095048 18.387169,-66.095134 18.386578,-66.09655 18.38668,-66.097644 18.386527,-66.098288 18.386222,-66.098824 18.385866,-66.099747 18.384501,-66.100133 18.383514,-66.100841 18.381976,-66.100713 18.379706,-66.099479 18.379777,-66.098513 18.379685,-66.097633 18.379197,-66.096764 18.378647,-66.095799 18.378352,-66.095048 18.377944,-66.094565 18.377293,-66.094028 18.376499,-66.092784 18.375979,-66.090037 18.375328,-66.088922 18.374941,-66.08758 18.37379,-66.086229 18.372334,-66.085574 18.370542,-66.086121 18.370257,-66.086701 18.370043,-66.087205 18.369972,-66.088106 18.369697,-66.089018 18.369168,-66.089769 18.368322,-66.090359 18.367946,-66.091196 18.367691,-66.093428 18.367396,-66.095488 18.366408,-66.096775 18.367986,-66.099275 18.37041,-66.100187 18.37096,-66.101903 18.371693,-66.107665 18.371947,-66.109714 18.372904,-66.113598 18.373057,-66.113694 18.370288,-66.112418 18.36987,-66.110926 18.368669,-66.111516 18.368129,-66.111592 18.367793,-66.110304 18.366734,-66.110819 18.366266,-66.111356 18.364382,-66.111516 18.363781,-66.110765 18.361236,-66.11326 18.360599,-66.113829 18.359983,-66.114971 18.357946,-66.112324 18.355625,-66.112235 18.355788,-66.112088 18.355207,-66.113973 18.356643,-66.115615 18.357977,-66.116226 18.358568,-66.116634 18.359596,-66.116409 18.360991,-66.114703 18.36095,-66.111388 18.361785,-66.111785 18.363628,-66.111763 18.364657,-66.111248 18.366143,-66.110862 18.366765,-66.111731 18.367538,-66.112021 18.367986,-66.111806 18.368363,-66.111559 18.36875,-66.112546 18.369585,-66.114102 18.370013,-66.113963 18.373291,-66.1098 18.373281,-66.107751 18.372304,-66.102375 18.372181,-66.101571 18.371957,-66.099436 18.371011,-66.096861 18.368638,-66.095391 18.366826,-66.093986 18.367518,-66.09317 18.367742,-66.091142 18.368027,-66.090005 18.368679,-66.0889 18.369636,-66.088085 18.370084,-66.086829 18.370369,-66.086229 18.370848,-66.086658 18.372049,-66.088718 18.374228,-66.089372 18.374666,-66.091003 18.375043,-66.09508 18.376458,-66.094876 18.376977,-66.095155 18.377557,-66.095691 18.377985,-66.096346 18.378301,-66.096968 18.378423,-66.097741 18.378932,-66.098277 18.379248,-66.098942 18.379492,-66.100991 18.37937,-66.101195 18.382078,-66.09994 18.385,-66.099286 18.385937,-66.098438 18.386537,-66.097193 18.386985,-66.095885 18.387006,-66.095273 18.387352,-66.094919 18.389968,-66.096121 18.389938,-66.097429 18.389612,-66.099189 18.389113,-66.100616 18.389062,-66.104221 18.389225,-66.102772 18.391557))
19								ROUTE								POLYGON((-66.101614 18.390315,-66.101624 18.390528,-66.101635 18.390834,-66.10089 18.390813,-66.100847 18.39148,-66.104779 18.391623,-66.105498 18.393262,-66.102059 18.394367,-66.107268 18.406532,-66.107386 18.407866,-66.107085 18.408935,-66.105959 18.40983,-66.104156 18.410258,-66.101303 18.411011,-66.099221 18.411764,-66.097483 18.412477,-66.095874 18.413047,-66.093835 18.413291,-66.091775 18.413271,-66.089158 18.413414,-66.08875 18.40696,-66.085746 18.398714,-66.077828 18.401177,-66.076841 18.401198,-66.075854 18.400953,-66.073295 18.399752,-66.07197 18.39935,-66.072662 18.398378,-66.074781 18.397706,-66.075747 18.396647,-66.075639 18.393827,-66.075253 18.393155,-66.075747 18.392137,-66.075741 18.391821,-66.075414 18.390992,-66.074368 18.39118,-66.074239 18.391608,-66.075274 18.391944,-66.074786 18.392916,-66.073729 18.39289,-66.072753 18.393415,-66.071755 18.395186,-66.0716 18.396016,-66.071573 18.396871,-66.071723 18.397517,-66.072152 18.398072,-66.071653 18.399095,-66.071423 18.39965,-66.072512 18.39991,-66.074266 18.400577,-66.076594 18.401554,-66.078075 18.401493,-66.080371 18.400862,-66.085456 18.399274,-66.087827 18.406288,-66.08831 18.407581,-66.088374 18.410156,-66.088718 18.414045,-66.09508 18.413943,-66.096732 18.413495,-66.101807 18.411581,-66.103234 18.411255,-66.104972 18.412477,-66.106474 18.410889,-66.107826 18.409169,-66.109231 18.408364,-66.109167 18.407754,-66.108394 18.40697,-66.107858 18.406074,-66.107311 18.404466,-66.107214 18.40417,-66.106528 18.402704,-66.104768 18.398306,-66.103245 18.394509,-66.105959 18.393603,-66.105304 18.391618,-66.105036 18.391394,-66.10289 18.391241,-66.10288 18.390895,-66.103609 18.390162,-66.101592 18.39005,-66.101614 18.390315))
15								ROUTE								POLYGON((-66.046307 18.401727,-66.043249 18.402175,-66.043184 18.398469,-66.040964 18.398429,-66.040245 18.398693,-66.031855 18.397848,-66.031608 18.399722,-66.031233 18.402368,-66.031383 18.406787,-66.031318 18.407408,-66.031275 18.407906,-66.031522 18.408181,-66.032091 18.408232,-66.036372 18.408161,-66.036361 18.408965,-66.035664 18.410726,-66.034247 18.414248,-66.03407 18.414788,-66.034993 18.415185,-66.03399 18.418239,-66.034462 18.421862,-66.037831 18.421394,-66.039676 18.420132,-66.041157 18.418076,-66.044139 18.419094,-66.044633 18.422351,-66.046049 18.424326,-66.047744 18.425405,-66.048731 18.426545,-66.053602 18.427033,-66.058892 18.425832,-66.059954 18.43084,-66.06064 18.433425,-66.060833 18.434474,-66.06078 18.435044,-66.060522 18.436102,-66.059149 18.436102,-66.058956 18.433385,-66.058462 18.429843,-66.057797 18.426443,-66.05401 18.427369,-66.049321 18.427186,-66.048613 18.427033,-66.047648 18.425812,-66.04591 18.424784,-66.044172 18.422687,-66.043174 18.419358,-66.041167 18.418798,-66.040105 18.420325,-66.038196 18.42172,-66.034129 18.4223,-66.033443 18.418157,-66.034655 18.415276,-66.033765 18.414981,-66.034344 18.413342,-66.03016 18.411775,-66.029688 18.41152,-66.028422 18.413587,-66.0284 18.414065,-66.029001 18.414829,-66.02899 18.415602,-66.028389 18.415796,-66.027628 18.415297,-66.027317 18.414839,-66.029902 18.408935,-66.030246 18.408354,-66.030482 18.407917,-66.030846 18.407387,-66.030771 18.401982,-66.03075 18.401513,-66.031179 18.394377,-66.040062 18.394397,-66.043174 18.394784,-66.043689 18.398266,-66.043796 18.39965,-66.046242 18.399793,-66.046307 18.401727))
28								ROUTE								POLYGON((-66.043152 18.39964,-66.043227 18.402165,-66.048034 18.401534,-66.050727 18.401228,-66.051778 18.401462,-66.051993 18.401758,-66.051843 18.403885,-66.051821 18.406094,-66.052744 18.408385,-66.05681 18.40812,-66.057744 18.407978,-66.058441 18.407967,-66.058988 18.407835,-66.065018 18.407672,-66.069674 18.40757,-66.073322 18.407438,-66.075457 18.407173,-66.076734 18.406949,-66.087012 18.403692,-66.09287 18.401798,-66.095842 18.400505,-66.097215 18.399579,-66.103266 18.408405,-66.10362 18.40925,-66.104865 18.408772,-66.10524 18.408375,-66.10568 18.407682,-66.106474 18.407682,-66.106806 18.40755,-66.106957 18.407214,-66.106978 18.406705,-66.106463 18.405514,-66.106109 18.404751,-66.106528 18.404567,-66.1073 18.406288,-66.107536 18.407326,-66.107343 18.408527,-66.107096 18.408985,-66.106034 18.410227,-66.105508 18.410614,-66.104328 18.410655,-66.10391 18.411561,-66.104811 18.412355,-66.1048 18.412594,-66.105095 18.412732,-66.105455 18.412431,-66.10524 18.412167,-66.105862 18.411429,-66.10598 18.411128,-66.106034 18.410843,-66.106731 18.410187,-66.107418 18.409454,-66.10767 18.409102,-66.108791 18.408665,-66.109017 18.408298,-66.109017 18.40785,-66.108856 18.407596,-66.10789 18.406288,-66.107439 18.40531,-66.106967 18.403916,-66.105916 18.404415,-66.105444 18.404761,-66.105101 18.405931,-66.10524 18.406756,-66.10538 18.407234,-66.104865 18.408303,-66.103802 18.408761,-66.103062 18.407458,-66.097269 18.398897,-66.095348 18.400144,-66.090928 18.401971,-66.075666 18.406685,-66.070168 18.407143,-66.058339 18.407504,-66.057196 18.407591,-66.056209 18.407616,-66.05578 18.40756,-66.054884 18.407494,-66.053876 18.407484,-66.052835 18.407367,-66.052561 18.407367,-66.052138 18.406104,-66.052288 18.401325,-66.051065 18.400989,-66.049713 18.401081,-66.046087 18.401478,-66.046146 18.39965,-66.043152 18.39964))
31								ROUTE								POLYGON((-66.043286 18.399915,-66.04327 18.402083,-66.045904 18.401686,-66.04813 18.401452,-66.050496 18.401182,-66.05114 18.401203,-66.051864 18.401396,-66.052068 18.401717,-66.051993 18.402923,-66.051896 18.403962,-66.051891 18.405962,-66.051934 18.406216,-66.052787 18.408293,-66.056773 18.40809,-66.056655 18.405947,-66.056563 18.403325,-66.056553 18.401386,-66.05622 18.399121,-66.055775 18.397446,-66.05549 18.396347,-66.055458 18.395787,-66.055662 18.395079,-66.057202 18.39401,-66.059036 18.393013,-66.060554 18.392152,-66.061499 18.391623,-66.062405 18.390824,-66.063532 18.389648,-66.062496 18.388645,-66.063408 18.387403,-66.063054 18.387199,-66.063011 18.386741,-66.063355 18.385967,-66.063258 18.385275,-66.062926 18.384593,-66.063033 18.383005,-66.063966 18.381019,-66.064428 18.378291,-66.065897 18.376132,-66.066305 18.375297,-66.066906 18.372171,-66.067947 18.372049,-66.068665 18.371896,-66.070801 18.370685,-66.076133 18.36818,-66.077045 18.367701,-66.080156 18.367345,-66.081175 18.367589,-66.085596 18.37098,-66.087119 18.370267,-66.084222 18.369005,-66.082634 18.36705,-66.084501 18.364647,-66.086046 18.362386,-66.087033 18.360472,-66.087334 18.359698,-66.087892 18.359392,-66.088584 18.359423,-66.089013 18.359,-66.089313 18.3584,-66.087473 18.357656,-66.087242 18.358171,-66.083621 18.356317,-66.081926 18.355615,-66.08006 18.355859,-66.077705 18.357804,-66.076583 18.357997,-66.075934 18.357972,-66.075242 18.360197,-66.073397 18.363094,-66.074019 18.363608,-66.076235 18.366963,-66.075768 18.367391,-66.075741 18.367747,-66.07183 18.369575,-66.068547 18.371448,-66.067421 18.371744,-66.066477 18.371611,-66.065983 18.374951,-66.065554 18.376,-66.064127 18.377995,-66.063655 18.380816,-66.062647 18.382893,-66.062647 18.384776,-66.062926 18.385428,-66.063033 18.385876,-66.06269 18.3867,-66.06269 18.38723,-66.062893 18.387688,-66.061992 18.388859,-66.061617 18.389256,-66.060479 18.390702,-66.057583 18.393349,-66.055426 18.394804,-66.054203 18.395975,-66.054224 18.396555,-66.054493 18.397003,-66.055297 18.397533,-66.055834 18.39906,-66.056199 18.402328,-66.056263 18.405809,-66.056349 18.407143,-66.056102 18.407296,-66.053591 18.407397,-66.052647 18.407357,-66.052143 18.406247,-66.052218 18.403152,-66.052336 18.401259,-66.051113 18.401014,-66.048184 18.401289,-66.046113 18.401462,-66.046103 18.399905,-66.043286 18.399915))
17								ROUTE								POLYGON((-66.054621 18.407886,-66.056864 18.407805,-66.057035 18.41377,-66.057068 18.415846,-66.061735 18.414472,-66.06549 18.413261,-66.068955 18.412599,-66.070661 18.412548,-66.070511 18.414564,-66.070715 18.418147,-66.071712 18.418544,-66.072227 18.418992,-66.076905 18.416773,-66.079287 18.41547,-66.0783 18.413658,-66.077871 18.412701,-66.075446 18.407631,-66.075081 18.406634,-66.079888 18.40529,-66.086797 18.403112,-66.091797 18.401625,-66.094737 18.400302,-66.096796 18.399182,-66.094543 18.397105,-66.091346 18.39458,-66.089394 18.393094,-66.083718 18.393461,-66.080081 18.394234,-66.07963 18.394988,-66.075612 18.392127,-66.074137 18.391628,-66.074314 18.391088,-66.075473 18.390951,-66.075666 18.391715,-66.078633 18.393654,-66.079416 18.394209,-66.07985 18.393842,-66.081975 18.393374,-66.084051 18.39288,-66.087216 18.392646,-66.089533 18.392432,-66.090198 18.392646,-66.091732 18.39401,-66.094994 18.396637,-66.09656 18.397991,-66.097633 18.399294,-66.095777 18.400546,-66.092677 18.401951,-66.086947 18.403804,-66.080145 18.405901,-66.077152 18.406909,-66.075929 18.407214,-66.077345 18.410197,-66.078751 18.413098,-66.08007 18.415887,-66.074169 18.418758,-66.071283 18.420173,-66.070929 18.421414,-66.070253 18.421669,-66.069813 18.421414,-66.069588 18.420916,-66.069685 18.420305,-66.07035 18.419989,-66.070071 18.418249,-66.069889 18.416549,-66.069588 18.413098,-66.067292 18.413383,-66.064867 18.414014,-66.061896 18.41491,-66.058988 18.415755,-66.057121 18.416355,-66.056177 18.417272,-66.055641 18.417699,-66.055083 18.415806,-66.05445 18.413383,-66.053313 18.410227,-66.052486 18.408008,-66.054621 18.407886))
29								ROUTE								POLYGON((-66.043624 18.399834,-66.043227 18.400281,-66.043227 18.402104,-66.050373 18.401218,-66.050963 18.401218,-66.051843 18.401462,-66.052025 18.401747,-66.051832 18.403845,-66.051789 18.406033,-66.052733 18.408334,-66.05681 18.408161,-66.056638 18.403356,-66.056381 18.399895,-66.055909 18.397797,-66.055523 18.396169,-66.055587 18.395344,-66.055855 18.394977,-66.058913 18.393175,-66.061477 18.391791,-66.062443 18.390925,-66.063666 18.389541,-66.062453 18.388757,-66.063301 18.387668,-66.065973 18.384145,-66.067357 18.382363,-66.068923 18.3833,-66.07021 18.384053,-66.070961 18.384359,-66.071788 18.38445,-66.072571 18.384084,-66.075317 18.382333,-66.08183 18.385346,-66.082184 18.385601,-66.082495 18.386252,-66.082967 18.385988,-66.083385 18.385509,-66.083858 18.384735,-66.084126 18.383717,-66.085113 18.383799,-66.08581 18.383901,-66.086368 18.383646,-66.087098 18.382964,-66.088149 18.381834,-66.089726 18.380001,-66.091078 18.378586,-66.091389 18.377873,-66.091121 18.375643,-66.09126 18.375104,-66.089608 18.374737,-66.088932 18.374401,-66.08699 18.372548,-66.086196 18.370899,-66.086347 18.370624,-66.086808 18.370339,-66.087387 18.370277,-66.088428 18.369891,-66.089351 18.369331,-66.09007 18.368618,-66.09111 18.368027,-66.09346 18.36764,-66.094136 18.367447,-66.09538 18.366836,-66.096721 18.368424,-66.099135 18.370705,-66.100391 18.371408,-66.101667 18.372019,-66.103062 18.372151,-66.107472 18.372293,-66.109682 18.37324,-66.113909 18.373322,-66.114134 18.36985,-66.112654 18.369585,-66.111431 18.368709,-66.111881 18.368241,-66.111913 18.367885,-66.111688 18.367477,-66.110841 18.366734,-66.111184 18.366296,-66.111774 18.36426,-66.111774 18.363914,-66.111302 18.361785,-66.114563 18.36095,-66.116473 18.361073,-66.116527 18.360533,-66.116623 18.359688,-66.116387 18.358771,-66.11569 18.35814,-66.1151 18.35757,-66.113898 18.356602,-66.112042 18.355167,-66.112192 18.35589,-66.112385 18.355655,-66.113297 18.35649,-66.114445 18.357325,-66.115068 18.357957,-66.114531 18.358812,-66.113984 18.359871,-66.113426 18.360696,-66.110883 18.361388,-66.111474 18.363639,-66.111441 18.36426,-66.11083 18.366225,-66.110283 18.366805,-66.111302 18.367579,-66.111613 18.367976,-66.111034 18.368791,-66.112321 18.369789,-66.113684 18.370196,-66.113609 18.372965,-66.109853 18.372965,-66.107611 18.371957,-66.1023 18.371825,-66.101592 18.371662,-66.099843 18.370787,-66.097011 18.368272,-66.095498 18.366408,-66.093825 18.367264,-66.091529 18.36765,-66.090359 18.367956,-66.08978 18.368343,-66.089158 18.369066,-66.088256 18.369626,-66.08699 18.370043,-66.086207 18.370298,-66.085778 18.37097,-66.086239 18.372385,-66.088031 18.374228,-66.088653 18.374798,-66.089383 18.375114,-66.090799 18.37544,-66.090778 18.375613,-66.090992 18.377374,-66.091014 18.377944,-66.09081 18.378331,-66.086207 18.383361,-66.085692 18.383544,-66.083793 18.38333,-66.083729 18.384359,-66.083139 18.385265,-66.082559 18.38558,-66.08227 18.385255,-66.075221 18.382007,-66.07212 18.383941,-66.07109 18.384063,-66.070307 18.383738,-66.068494 18.382536,-66.067442 18.381854,-66.061917 18.388849,-66.061574 18.389276,-66.060136 18.390925,-66.057615 18.393349,-66.055426 18.394774,-66.054289 18.395802,-66.054149 18.396413,-66.054439 18.396983,-66.054911 18.397309,-66.055383 18.397594,-66.05592 18.399579,-66.056156 18.403071,-66.056306 18.407112,-66.054021 18.407336,-66.053516 18.407387,-66.052615 18.407346,-66.052143 18.406064,-66.052218 18.403162,-66.052347 18.401269,-66.051177 18.400984,-66.05018 18.401014,-66.046135 18.401442,-66.046113 18.399762,-66.043624 18.399834))
4								ROUTE								POLYGON((-66.044461 18.39961,-66.043238 18.399599,-66.043254 18.400709,-66.043249 18.401478,-66.043281 18.402155,-66.046709 18.401768,-66.048415 18.401539,-66.050341 18.401274,-66.051435 18.401381,-66.051971 18.401671,-66.051928 18.40302,-66.051821 18.404496,-66.051773 18.405987,-66.052261 18.407372,-66.05269 18.408456,-66.055153 18.408247,-66.056874 18.408207,-66.056842 18.406558,-66.056687 18.404038,-66.056601 18.401997,-66.056569 18.400745,-66.056365 18.399482,-66.055979 18.398006,-66.055694 18.396728,-66.055598 18.39567,-66.055737 18.395385,-66.058409 18.393766,-66.061681 18.391872,-66.061992 18.391709,-66.06476 18.391659,-66.066015 18.392066,-66.066584 18.391994,-66.067754 18.3912,-66.069577 18.390773,-66.071798 18.390182,-66.073279 18.389714,-66.074534 18.389205,-66.074888 18.390712,-66.075156 18.392035,-66.076637 18.392951,-66.080081 18.395059,-66.080907 18.394071,-66.083815 18.393359,-66.085231 18.393389,-66.087194 18.393216,-66.088932 18.39289,-66.090005 18.393206,-66.090928 18.394173,-66.092451 18.395354,-66.094104 18.396739,-66.095756 18.39793,-66.096786 18.39909,-66.097955 18.400628,-66.09906 18.402267,-66.100187 18.403875,-66.10127 18.405545,-66.102268 18.407061,-66.103416 18.408935,-66.10392 18.410482,-66.103352 18.411826,-66.103438 18.412385,-66.103813 18.412915,-66.10435 18.412996,-66.104696 18.412856,-66.104806 18.412726,-66.10506 18.412864,-66.105385 18.412752,-66.105597 18.41264,-66.105535 18.412482,-66.105339 18.412251,-66.105532 18.411882,-66.106131 18.411327,-66.107214 18.40982,-66.108051 18.409016,-66.108866 18.40868,-66.109167 18.408242,-66.109178 18.407845,-66.108813 18.407397,-66.108448 18.40698,-66.10818 18.406491,-66.107826 18.40586,-66.107536 18.405046,-66.107246 18.403875,-66.105777 18.404425,-66.105176 18.405107,-66.105047 18.406379,-66.105229 18.407255,-66.105133 18.407733,-66.104682 18.408344,-66.103878 18.408772,-66.103116 18.407346,-66.1017 18.40527,-66.10053 18.403224,-66.097462 18.398989,-66.095209 18.396779,-66.091475 18.393807,-66.089715 18.392381,-66.087183 18.392544,-66.083557 18.392931,-66.08021 18.393562,-66.079416 18.39401,-66.075768 18.391608,-66.075339 18.390019,-66.074942 18.388146,-66.072807 18.388899,-66.070854 18.389785,-66.068365 18.390254,-66.066294 18.390854,-66.065146 18.390294,-66.06402 18.389714,-66.063033 18.389266,-66.06226 18.390294,-66.060909 18.391343,-66.059364 18.392351,-66.057153 18.393572,-66.055319 18.394804,-66.054117 18.395782,-66.054117 18.396403,-66.0543 18.396851,-66.054718 18.397319,-66.055351 18.397828,-66.055952 18.40019,-66.056081 18.402694,-66.056123 18.40417,-66.056188 18.407122,-66.053946 18.407245,-66.052712 18.407224,-66.052304 18.406115,-66.052261 18.404567,-66.052358 18.40305,-66.052422 18.401411,-66.05166 18.401035,-66.050384 18.400882,-66.04842 18.401167,-66.046146 18.40133,-66.046231 18.399681,-66.044461 18.39961))
10								ROUTE								POLYGON((-66.060833 18.435054,-66.059085 18.434759,-66.059192 18.436794,-66.059256 18.437741,-66.057947 18.437833,-66.053988 18.437313,-66.050587 18.435695,-66.046231 18.434891,-66.044139 18.434708,-66.043217 18.434769,-66.042423 18.436957,-66.045073 18.437751,-66.046553 18.438972,-66.051242 18.441151,-66.053463 18.442296,-66.053017 18.443955,-66.052658 18.445242,-66.052336 18.446881,-66.05224 18.44801,-66.052132 18.45026,-66.054579 18.451114,-66.057465 18.45145,-66.060394 18.451817,-66.063687 18.452244,-66.063129 18.454605,-66.065876 18.455022,-66.069084 18.455369,-66.073933 18.456997,-66.074577 18.457241,-66.075618 18.45831,-66.077935 18.459653,-66.079405 18.460508,-66.082098 18.461007,-66.086186 18.460264,-66.086604 18.461149,-66.087634 18.461495,-66.087967 18.461281,-66.087892 18.460813,-66.087666 18.459979,-66.087323 18.458747,-66.087355 18.45776,-66.088471 18.456885,-66.088868 18.456346,-66.089415 18.454849,-66.089351 18.453638,-66.088857 18.452763,-66.088213 18.452193,-66.08713 18.451807,-66.085456 18.451176,-66.083986 18.450148,-66.083321 18.449618,-66.083664 18.447786,-66.08375 18.447064,-66.083493 18.446117,-66.082334 18.444916,-66.081626 18.44454,-66.080746 18.444011,-66.07903 18.44399,-66.078107 18.443461,-66.077463 18.445232,-66.076326 18.447186,-66.075607 18.448417,-66.075242 18.448458,-66.074717 18.44912,-66.07535 18.449588,-66.075779 18.448967,-66.077334 18.450036,-66.079856 18.451277,-66.080875 18.451623,-66.083267 18.452356,-66.0861 18.453598,-66.087323 18.454188,-66.087419 18.455369,-66.087548 18.455938,-66.088128 18.456325,-66.087398 18.457017,-66.086497 18.457506,-66.085982 18.458279,-66.086089 18.459826,-66.082527 18.460457,-66.079759 18.460009,-66.07609 18.458015,-66.074824 18.456712,-66.07418 18.455776,-66.070854 18.454229,-66.06888 18.453883,-66.065769 18.454554,-66.063752 18.454269,-66.06431 18.451929,-66.060554 18.451481,-66.057465 18.450931,-66.054546 18.450585,-66.053001 18.450158,-66.053087 18.447573,-66.053495 18.445313,-66.054074 18.44342,-66.05431 18.442382,-66.053044 18.441527,-66.051456 18.440794,-66.049075 18.439736,-66.046768 18.438667,-66.045362 18.437456,-66.046146 18.435268,-66.049332 18.435766,-66.052519 18.437079,-66.053838 18.4377,-66.058162 18.438179,-66.059739 18.437945,-66.060512 18.437486,-66.060415 18.436825,-66.060833 18.435054))
